name;open;high;low;close;volume;marketCap;timestamp
"2781";184.887184947;193.732282549;132.1396716631;138.0550835419;26340153672.21;64260062822.75;"2024-07-29T00:00:00.000Z"
"2781";138.0526883909;163.2494877865;110.6095578216;141.5268529939;41353717734.71;66058032038.88;"2024-08-05T00:00:00.000Z"
"2781";141.5320759126;151.7260475999;136.3846458369;142.5868822403;17125526965.89;66475110938.91;"2024-08-12T00:00:00.000Z"
"2781";142.5868822403;162.1693262715;139.2665479471;158.9091253482;14889077111.31;74059730780.65;"2024-08-19T00:00:00.000Z"
"2781";158.9115059066;161.911108083;128.2432515125;128.6905544483;15952566040.9;60044986646.12;"2024-08-26T00:00:00.000Z"
"2781";128.6905544483;137.144756638;121.0553799707;129.9895158229;15950767893.01;60788641467.58;"2024-09-02T00:00:00.000Z"
"2781";129.9895158229;139.8325054636;127.2197929898;131.4993882044;13907977670.04;61571695450.6;"2024-09-09T00:00:00.000Z"
"2781";131.4993882044;151.760944681;127.2507626116;144.8036532231;14719860549.24;67855579263.71;"2024-09-16T00:00:00.000Z"
"2781";144.8036532231;161.6230691402;142.6438470483;158.6291630934;16260721212.13;74387860148.05;"2024-09-23T00:00:00.000Z"
"2781";158.6324194551;159.508920537;133.5531694475;146.4423702062;16484691233.39;68621427919.74;"2024-09-30T00:00:00.000Z"
"2781";146.4435366746;152.1038409982;135.582698631;147.5724387494;13186630032.19;69305184981.96;"2024-10-07T00:00:00.000Z"
"2781";147.5702590699;167.5856404697;147.0058364753;166.9398160591;16710086786.87;78447764539.42;"2024-10-14T00:00:00.000Z"
"2781";166.9386185531;178.9953061723;160.0352745862;176.5491896419;24839417270.92;83010872581.09;"2024-10-21T00:00:00.000Z"
"2781";176.5536776643;183.039437932;158.1367705351;162.551297336;24011765558.81;76531617920.46;"2024-10-28T00:00:00.000Z"
"2781";162.551697336;215.1790784919;155.1655239191;210.6137295645;38178045532.09;99334998768.58;"2024-11-04T00:00:00.000Z"
"2781";210.6137295645;241.235331619;201.4705777386;237.575528406;61780438566.88;112756377394.86;"2024-11-11T00:00:00.000Z"
"2781";237.575528406;263.8315458431;230.3415731162;252.9195255835;62249786514.74;120055808396.61;"2024-11-18T00:00:00.000Z"
