name;open;high;low;close;volume;marketCap;timestamp
"2781";252.9160620047;256.4227093523;222.9572023311;237.0699247313;38516648617.47;112643053873.49;"2024-11-25T00:00:00.000Z"
"2781";237.0654351069;246.4186514361;216.473030362;236.6723255582;45102823081.58;112662507564.09;"2024-12-02T00:00:00.000Z"
"2781";237.4574367283;237.4574367283;203.7238245626;223.657667657;42440379651.8;107163749523.11;"2024-12-09T00:00:00.000Z"
"2781";223.6561243224;228.6862904253;175.9051614776;180.1689091929;60352319590.43;86365287665.64;"2024-12-16T00:00:00.000Z"
"2781";180.1742823535;201.6346435204;176.718890973;189.7442650394;23865513941.85;91028686553.81;"2024-12-23T00:00:00.000Z"
"2781";189.7442068798;219.5595311622;185.937599705;213.3936291971;26208124497.71;103069505007.92;"2024-12-30T00:00:00.000Z"
"2781";213.394829439;222.9529720998;182.3223275146;188.5603798994;29430117639.55;91296616716.69;"2025-01-06T00:00:00.000Z"
"2781";188.5509235611;294.3349487093;170.628981331;250.5863586567;84740783347.9;121957297708.04;"2025-01-13T00:00:00.000Z"
"2781";250.6249672916;272.1530321621;231.6345582781;240.8834557158;68227614869.77;117213195421.79;"2025-01-20T00:00:00.000Z"
"2781";240.8853351869;244.3259626191;195.4492358627;203.1196319895;46991636861.46;98915517662.23;"2025-01-27T00:00:00.000Z"
"2781";203.1215086311;219.9958754905;180.4093038176;200.4975647147;40714721670.23;97804214576.7;"2025-02-03T00:00:00.000Z"
"2781";200.4982417493;208.82749277;186.9798739766;188.4864071777;26928963967.93;92052456360.83;"2025-02-10T00:00:00.000Z"
"2781";188.4852122068;189.5064948023;161.3054462728;168.0381169658;26426921819.41;82124677503.82;"2025-02-17T00:00:00.000Z"
"2781";168.0381169658;178.5085647467;125.7422193949;178.4954964459;60080976840.49;90603784831.55;"2025-02-24T00:00:00.000Z"
"2781";178.4952353574;178.6346471625;125.9357144302;126.4354343003;37773958928.65;64342682578.97;"2025-03-03T00:00:00.000Z"
"2781";126.4354343003;136.4813419227;113.1892122544;125.9881047927;30484491345.17;64244227360.22;"2025-03-10T00:00:00.000Z"
"2781";125.987417872;135.9255225464;121.9445332818;132.5993247164;16555020831.75;67707412180.33;"2025-03-17T00:00:00.000Z"
"2781";132.5993247164;147.0580024913;123.0738916686;124.642635422;20961503363.5;63854182682.33;"2025-03-24T00:00:00.000Z"
"2781";124.6440303818;135.6957925217;104.0041293431;105.7120158751;26905638986.12;54398171133.24;"2025-03-31T00:00:00.000Z"
"2781";105.7120158751;133.7588532971;96.5880665927;128.5807943647;37266523069.51;66358134024.48;"2025-04-07T00:00:00.000Z"
"2781";128.5781779311;141.8303713239;123.7207533208;137.7745968281;23111871226.45;71213271530.4;"2025-04-14T00:00:00.000Z"
"2781";137.7745968281;156.0451772889;134.1223600494;148.2458395106;25980591380.65;76724502791.15;"2025-04-21T00:00:00.000Z"
"2781";148.2451621374;153.8659108843;140.7121026562;143.9830560362;18962481798.43;74612101488.99;"2025-04-28T00:00:00.000Z"
"2781";143.9859347067;179.6225221471;141.6705326439;173.0264566556;31147604130.48;89861687005.06;"2025-05-05T00:00:00.000Z"
"2781";173.0366815043;184.7181811915;164.2249471271;173.8987147823;31214858625.04;90416416076.93;"2025-05-12T00:00:00.000Z"
"2781";173.8357793356;187.2797476344;159.6474984946;175.7254761028;32340427867.11;91427157535.55;"2025-05-19T00:00:00.000Z"
"2781";175.7256602871;179.2212706632;150.8434104567;157.7845502077;23375569217.26;82428592565.09;"2025-05-26T00:00:00.000Z"
"2781";157.7837367855;163.393690408;141.9029329946;152.4300935373;20800484862.5;79995828532.61;"2025-06-02T00:00:00.000Z"
"2781";152.4300935373;168.0181193559;141.437145991;152.8143927362;29634062933.31;80647906419.78;"2025-06-09T00:00:00.000Z"
"2781";152.8143927362;158.6078801009;126.8262816476;131.6156984491;27835620565.84;69899321471.32;"2025-06-16T00:00:00.000Z"
"2781";131.6158592563;154.4233682452;131.1608591506;153.3530927436;24666868179.49;81963377458.94;"2025-06-23T00:00:00.000Z"
"2781";153.3530927436;159.631606515;145.2128963016;151.8729397001;24118787313.89;81229781961.55;"2025-06-30T00:00:00.000Z"
"2781";151.873341434;167.9219624419;147.7894033293;161.1940102952;32766354357.71;86425057956.73;"2025-07-07T00:00:00.000Z"
"2781";161.1940102952;184.3690104022;157.6027504142;181.5460353634;49010789904.2;97657436012.3;"2025-07-14T00:00:00.000Z"
"2781";181.5692086983;205.8711501016;176.4315709857;189.6519024033;0;0;"2025-07-21T00:00:00Z"
