name;open;high;low;close;volume;marketCap;timestamp
"2781";2.1426267332;2.2066616484;2.1364735129;2.1860441181;2047303024.97;128988479009.64;"2025-06-28T00:00:00.000Z"
"2781";2.1860398927;2.2182368011;2.1789139879;2.2070729799;1525772807.62;130229431179.61;"2025-06-29T00:00:00.000Z"
"2781";2.2070710031;2.3205645741;2.1717327728;2.2387500819;3788425438.28;132096294648.1;"2025-06-30T00:00:00.000Z"
"2781";2.2387097824;2.2523212975;2.1514197081;2.1721949084;3188065836.42;128170649786.91;"2025-07-01T00:00:00.000Z"
"2781";2.1721796835;2.2791694367;2.1626443356;2.233768952;3852349881.37;131945660262.11;"2025-07-02T00:00:00.000Z"
"2781";2.2337854757;2.3084436374;2.229186539;2.2576579712;3715918883.62;133354300268.14;"2025-07-03T00:00:00.000Z"
"2781";2.2576331686;2.2671817748;2.2005138656;2.2211386495;2085461653.45;131198677048.08;"2025-07-04T00:00:00.000Z"
"2781";2.2211393587;2.233455556;2.2036286071;2.2185215409;1176056923.05;131044171696.9;"2025-07-05T00:00:00.000Z"
"2781";2.218523647;2.2868767573;2.2115423028;2.2725408419;2494482032.19;134235050123.29;"2025-07-06T00:00:00.000Z"
"2781";2.2725438995;2.3485226048;2.2579669817;2.2740782383;4447363877.26;134325544186.24;"2025-07-07T00:00:00.000Z"
"2781";2.2740759265;2.3197077463;2.2500700712;2.3112337183;3096977786.69;136520387606.95;"2025-07-08T00:00:00.000Z"
"2781";2.3112337182;2.4232493906;2.2990658676;2.4056362045;5095934678.89;142096571410.75;"2025-07-09T00:00:00.000Z"
"2781";2.4056362045;2.5580556443;2.3972945588;2.5466827954;6049788224.92;150424885302.6;"2025-07-10T00:00:00.000Z"
"2781";2.5466311154;2.9642700708;2.5175474201;2.7348638215;15789098842.82;161716132888.19;"2025-07-11T00:00:00.000Z"
"2781";2.7348501228;2.8412537025;2.6699100994;2.737635692;8647115362.32;161880848121.03;"2025-07-12T00:00:00.000Z"
"2781";2.737635692;2.8785003391;2.7268965062;2.8359410298;7159804375.13;167692753827.96;"2025-07-13T00:00:00.000Z"
"2781";2.8359232948;3.02179172;2.8271822527;2.9549770079;12393161327.29;174727083425.54;"2025-07-14T00:00:00.000Z"
"2781";2.9548838266;2.9574734877;2.8085020669;2.9189517238;8879749638.27;172602125935.74;"2025-07-15T00:00:00.000Z"
"2781";2.9189477691;3.0970682249;2.8827064269;3.0414047377;8884765457.95;179841613324.88;"2025-07-16T00:00:00.000Z"
"2781";3.0413778113;3.5405988232;3.0058358684;3.495128555;19109831395.5;206836839921.96;"2025-07-17T00:00:00.000Z"
"2781";3.494916971;3.650210028;3.3606162643;3.4182118503;18226483531;202294200600.5;"2025-07-18T00:00:00.000Z"
"2781";3.4181601067;3.4801113915;3.3617595705;3.4294055996;6728548740.51;202958514845.47;"2025-07-19T00:00:00.000Z"
"2781";3.4293850081;3.5544296478;3.390992837;3.4595292201;8763366577.55;204743037528.34;"2025-07-20T00:00:00.000Z"
"2781";3.4595380437;3.6424108858;3.4161550059;3.5557647418;9514968528.17;210430407837.45;"2025-07-21T00:00:00.000Z"
"2781";3.5556373992;3.5769379379;3.4308362426;3.5516756327;8927291367.93;210195747137.92;"2025-07-22T00:00:00.000Z"
"2781";3.5516723432;3.5521456275;3.0699465341;3.1849296168;13463451823.48;188491734273.25;"2025-07-23T00:00:00.000Z"
"2781";3.1849401744;3.260030039;2.9854785114;3.1438945492;12401558966.43;186243016582.2;"2025-07-24T00:00:00.000Z"
"2781";3.1438914171;3.1508634788;3.0091060805;3.1417201452;8709196636.23;186112272069.97;"2025-07-25T00:00:00.000Z"
"2781";3.141684373;3.2137734581;3.1130233925;3.1675342321;4116974189.82;187636800914.74;"2025-07-26T00:00:00.000Z"
"2781";3.1676246618;3.2363786782;3.1627068812;3.2337889064;0;0;"2025-07-27T00:00:00Z"
